UserName;Handle;Timestamp;Text;Label
izasah ibu palsu raja bohong;@MGahoel;07/06/2023 10:00;"Ngomong aja laba.. 
Itu keringat rakyat hasil rampok kenaikan kemarin tuh BBM naik nya kaya orang sinting.. 
Dulu jaman SBY naik 500 perak aja ramenya kaya pejabat mati.. Sekarang 
Molor tuh aktifis udah punya jabatan ya?";negative
Congressman of Z city;@hahahancoook;07/06/2023 09:30;Pernah isi brio di SPBU 150k pake pertamax ga naik, bingung tp langsung ke pertashop isi 100k baru naik sesuai total nominal 250k. Mungkin ada eror;neutral
Ruby Jane 별~;@beylicious7;07/06/2023 08:58;pagi ini laporan ke mr. kim yang nanya kenapa mobil giga isi bbm banyak banget? lah padahal udah sejak tahun lalu solar naik sebanyak ini, dan dia lupa, acc.nya juga ga nyadar  sampe googling tanggal kenaikan bbm kapan, ternyata dah sejak september~;neutral
KutuKupret;@Kutu_Kupret_One;07/06/2023 08:18;"BuzzeRp nanya, ""Kapan? Gak pernah tuh rakyat bayar hutang Negara?"" (biasanya pakai kalimat nama penghuni kebun raya Ragunan)

Orang cerdas jawab, ""Lewat subsidi-subsidi yg dicabutin, lewat kenaikan harga BBM, TDL, Iuran BPJS, Pajak, lewat Gaji/Upah yg gak naik, dll""

Paham bong??";negative
Bobby Smile;@BobbySmile69;07/06/2023 07:53;Laba dari hasil peras rakyatnya dengan kenaikan bbm;negative
Roy Sugendeng;@RoySugendeng;07/06/2023 07:12;Laba tertinggi dalam sejarah dengan kenaikan harga BBM pertalite tertinggi dalam sejarah..beli harus terdaftar dulu.. antrian yg panjang.. semoga rakyat tidak terbodohi..;negative
Dani;@Doni13587681;07/06/2023 03:17;Contoh Peng-Peng : Penguasa Pengusaha. Dia ketua KSP dia juga ketua Asosiasi Industri Kendaraan Listrik. Makanya kita nggak heran keluar kebijakan subsidi kendaraan listrik, sedang subsidi BBM untuk rakyat dihilangkan.;negative
Dani;@Doni13587681;07/06/2023 02:56;Kapal mau karam saja kok mau ajak ajak orang lain naik. Mana mau Partai Demokrat ? Sudah terbukti bangsa ini bisa bangkrut karena hutang dan korupsi kalau PDIP yang jadi penguasa lagi. Rakyat menderita karena kenaikan harga BBM dan bahan pokok.;negative
detikcom;@detikcom;07/06/2023 01:58;Demo kenaikan harga BBM di Angola menewaskan lima orang usai polisi menembaki pengunjuk rasa yang memprotes tingginya harga bensin akibat keputusan pemerintah.;negative
🄶🄷🄾🄾🅂🄰🄲🄾🅈;@satia_nagara;06/06/2023 21:46;"Boleh tau kebijakan apa sj yg dinikmati wong cilik slm
Partai tsb berkuasa diluar sembako, bbm, listrik naik";negative
Mazzini;@mazzini_gsp;06/06/2023 20:07;Gue yakin kalo bioethanol bisa diterapin di Indonesia, karena pada 2018 pencampuran bioethanol udah dilakuin dengan kandungan 2% (E2) di Jawa Timur. Ini menurut gue jadi langkah awal yang bagus, apalagi dengan kenaikan harga BBM dan pentingnya ketahanan energi.;neutral
Dani;@Doni13587681;06/06/2023 19:00;Partai penipu rakyat. Demo mewek mewek kenaikan BBM jaman SBY, ternyata mereka yang jauh lebih parah menaikkan harga BBM.;negative
........;@Rul1ounzu;06/06/2023 16:41;Memang nya Zaman orba kenapa? Justru di Zaman itu banyak orang yg terbantu, Hidup nya sejahtera sampai sekarang. Tau Beasiswa Supersemar ga? BBM Rp 1000, Sangat jarang tu masalah Kenaikan Sembako. Itu u perhitungan juga, Jangan cuma urusan Bacot aja. Pernah dizaman itu ga sih?;negative
txtnightmare;@txtnightmare;06/06/2023 15:43;"Dan sudah diduga, beberapa tahun setelah penolakan itu, tepatnya September 2022, program BLT akhirnya digelontorkan 
@jokowi
 juga pasca kenaikan BBM.

Lucunya, Jokowi menaikkan harga BBM dgn argumen melonjaknya harga minyak dunia. Padahal, harga BBM dunia saat itu sdg turun.";negative
txtnightmare;@txtnightmare;06/06/2023 15:27;"Banyak fakta lain inkonsistensi 
@jokowi
. Misalnya, ia pernah mengkritik & menolak kebijakan SBY terkait BLSM & BLT imbas kenaikan harga BBM bersubsidi.
@21_mozza
 @AkuIniAlia
 @AlbarraBack
 @AlnilamOmar
 @Ande__Loemoet
 @AndifaizalAbd
 @Ayang_Hyang
 @BanditReadyDepp
 @Boc4h_Old
 @Ge1Te";negative
Herald.id;@heraldindo;06/06/2023 15:12;"Berdasarkan outlook penyerapan solar tahun 2023 diperkirakan konsumsi BBM jenis solar akan mengalami kenaikan dari 17 juta kiloliter menjadi 18.35 juta liter.

https://herald.id/2023/06/06/pks-minta-pemerintah-tambah-subsidi-solar-tahun-2024/…

#solarenergy #Subsidy";neutral
ex-TKI KORBAN KEBIADABAN KEMENLU RI;@Yedi_ExTKI;06/06/2023 13:38;Kangen ma kader parpol yg dulu jaman SBY beruarai air mata karena BBM naik akan  menyusahkan rakyat nanti,  tapi anehnya setelah berkuasa ko malah dukung kenaikan BBM.;negative
Pertamina Call Center 135;@pertamina135;06/06/2023 13:20;Hai, Sobat Erul. Masyarakat diperbolehkan untuk melakukan pembelian BBM di APMS jika stok masih tersedia. Mengenai jam operasional tergantung kebijakan APMS tersebut ya. Terima kasih. -Jola;neutral
polsek firdaus;@polsek_firdaus;06/06/2023 11:53;"personil Polsek Firdaus dan unit Intel Polsek Firdaus  melakukan  deteksi dan  monitor  stock BBM  pasca penyesuaian harga/kenaikan harga BBM Bersubsidi  serta kelangkaan BBM di SPBU - SPBU diwilayah hukum Polsek Firdaus 

#polressergai";neutral
aminsubkhi045@gmail.com;aminsubkhi045@gmail.com;06/06/2023 08:45;tema dg fakta berlawanan contohnya pertalite dinaikkan harganya, akibatnya smua harga jg naik, bansos dirampok wong cilik tambah kecekek ekonominya....temanya hy pancingan menjelang pemilu....jgn percaya;negative
Gryffindor Nobara.;@SorceressNoba;05/06/2023 18:08;"Bercanda ya....  cara mainnya ikutin aja apa kata mm... nanti mm spinwheel huruf A-Z trus hasilnya dipake bikin kalimat sesuai topik yang mm mau.... faham tdk...? 

Contoh: hasilnya huruf X, topiknya kenaikan BBM. Nanti tinggal qrt kalimat dengan awalan X sesuai topik.";neutral
MilMul;@GerobakMilMul;05/06/2023 17:12;sungai Mekong, biaya logistik perairan jauh lebih murah drpd logistik darat, apalagi klo harga BBM kita naik. Tp karna kenaikan harga pupuk dan climate change, Vietnam pun berencana memotong kuota ekspor berasnya 44%.;neutral
MilMul;@GerobakMilMul;05/06/2023 17:06;Simplenya karna komponen biaya produksinya naik. Ada 6 komponen biaya, kenaikan harga pupuk, kenaikan sewa lahan, kenaikan biaya tenaga kerja, kenaikan obat-obatan pertanian, serta kenaikan harga BBM (logistik). Knapa harga beras Vietnam murah? Karna lahan di atas 1 Ha (cont);neutral
Dark Specialist D;@Dark_Specialist;05/06/2023 15:48;"cuma naik Revo 2016 pakai pertalite sebulan 800an km - Rp. 140ribu
rata - rata 71km/liter";neutral
Katadata.co.id;@KATADATAcoid;05/06/2023 15:12;Inflasi Mei Kembali ke Target Usai Kenaikan BBM, Ini Kata BI;neutral
Katadata.co.id;@KATADATAcoid;05/06/2023 14:53;Inflasi Mei Kembali ke Target usai Kenaikan BBM, Ini Kata BI;neutral
Elvan Rr.;@elvanrizkyr;05/06/2023 14:16;Mau nntn bang messi jadi mikir2. Dulu ke gbk bisa naik motor, skrg mesti naik pesawat. Tai bgt, from pertalite to avtur;negative
Perwakilan BPKP Aceh;@bpkp_aceh;05/06/2023 14:09;Potensi inflasi pasca kenaikan BBM dan risiko volatilitas ketersediaan pangan, pemerintah desa diharapkan dapat ikut berperan dalam upaya pengendalian dan mitigasi inflasi.;neutral
Kasman Abdya;@kasman_abdya;05/06/2023 13:55;Bertamabahnya oramg miskin bukan mutlak tanggungjawab daerah, tapi itu terletak di Kemensos, kebijakan pusat yang tidak pro rakyat, lebih mencari laba diatas penderitaan rakyat. Menaikkan harga BBM , subsidi pupuk ditarik, kenaikan pajak dalam negeri penyebabnya utama.;negative
Fajar Komputer;@komputer_fajar;05/06/2023 13:13;"G ada berita lain selain tarif dan harga berlomba2 naik ?

Jangan2 ini dlm rangka upaya mengatrol tingkat kepuasan pd rezim JKW MA spt sesaat stlh kenaikan harga BBM yg konon semakin tinggi tingkat kepuasannya";negative
Republika.co.id;@republikaonline;05/06/2023 10:05;Kenaikan harga minyak dunia dapat mempengaruhi harga jual BBM.;neutral
r;@endofthelineee_;05/06/2023 08:47;Jaman pertalite belum naik;neutral
FAA;@Fajry_FAA;05/06/2023 08:44;Gw akui, salah satu keberhasilan pemerintah a/ mengendalikan inflasi. Apalagi tahun lalu, ada kenaikan BBM, banyak yg gagal panen, tapi inflasi tetap terjaga. Dan caranya itu yg menarik dan perlu diapresiasi.;positive
SalamSatu;@TanoMaskhe;05/06/2023 08:04;Logika BBM.? Ok. Subsidi Pertalite dikurangi dn harga naik dgn alasan karena harga keekonomiannya lk 13K. Jadilah harga Pertalite 10K. Sekarang, klu harga keekonomian Pertamax saja sd dibawah keekonomian Pertalite, harga Pertalite kok gk turun.? 10K itu hrsnya sdh hrg non subsidi;negative
Adhitya Saputra S;@adhitya_ss;05/06/2023 07:35;Honda cb verza 2020, jarak bekasi - deltamas ( pp 80 km/hari, 400 km/minggu) sekali ngisi 65rb an per minggu (6.5 liter pertalite). Sebelum bbm naik cuman 50rb malah;neutral
୨୧ Liaaa ⃢⃢⃢⃢⃢⃢;@audee84;05/06/2023 07:16;Supra x 125 sebulan 120k pertalite (24km/hari) selebihnya naik tije sama jalan kaki ;neutral
JS;@josiSRG;05/06/2023 07:11;"Naik motor 58 KM: PP Jonggol-Harmoni, Harmoni-Jonggol = Idr 30.000
Naik Mobil 52 KM : PP Jonggol-Harmoni, Harmoni-Jonggol = Pertalite Idr 150.000 + Flazz Idr 50.000.";neutral
bapak desa;@DesaParaf;05/06/2023 06:09;Sama dengan bahasa 'bukan kenaikan harga BBM hanya penyesuaian harga';neutral
Humaspolseklas;@humaspolseklas;04/06/2023 23:07;"Kegiatan Pengamanan, Patroli dan Monitoring di SPBU Ds.Sungai Rangas dan SPBU Ds.Durian Gantang Kec. Labuan Amas Selatan
Kegiatan bertujuan untuk memastikan ketersediaan BBM di tiap - tiap SPBU agar tidak terjadi kelangkaan BBM

#humasmabespolri
#humaspoldakalsel
#humaspolreshst";neutral
Humaspolseklas;@humaspolseklas;04/06/2023 23:07;"Kegiatan Pengamanan, Patroli dan Monitoring di SPBU Ds.Sungai Rangas dan SPBU Ds.Durian Gantang Kec. Labuan Amas Selatan
Kegiatan bertujuan untuk memastikan ketersediaan BBM di tiap - tiap SPBU agar tidak terjadi kelangkaan BBM

#humasmabespolri
#humaspoldakalsel
#humaspolreshst";neutral
Humaspolseklas;@humaspolseklas;04/06/2023 23:06;"Kegiatan Pengamanan, Patroli dan Monitoring di SPBU Ds.Sungai Rangas dan SPBU Ds.Durian Gantang Kec. Labuan Amas Selatan
Kegiatan bertujuan untuk memastikan ketersediaan BBM di tiap - tiap SPBU agar tidak terjadi kelangkaan BBM

#humasmabespolri
#humaspoldakalsel
#humaspolreshst";neutral
Humaspolseklas;@humaspolseklas;04/06/2023 23:06;"Kegiatan Pengamanan, Patroli dan Monitoring di SPBU Ds.Sungai Rangas dan SPBU Ds.Durian Gantang Kec. Labuan Amas Selatan
Kegiatan bertujuan untuk memastikan ketersediaan BBM di tiap - tiap SPBU agar tidak terjadi kelangkaan BBM

#humasmabespolri
#humaspoldakalsel
#humaspolreshst";neutral
Dani;@Doni13587681;04/06/2023 22:57;Jaman SBY dulu demo sampau mewek mewek menolak kenaikan harga BBM. Sekarang mana aksi mewek meweknya lagi ? ;negative
Dani;@Doni13587681;04/06/2023 22:08;Pantesan saja ancur. Lihat saja 9 tahun terakhir. Dari hutang negara dan BUMN bengkak, impor pangan saat petani panen, kenaikan harga BBM berkali kali. Ulah petugas partai PDIP.;negative
danu setyo pamungkas;@danusp;04/06/2023 22:00;Zenix dr indikator nyala dan isi pertalite 50rb, gak naik bang ;neutral
Laksmi;@are_inismyname;04/06/2023 21:06;"Logika aja tak kasih satu contoh nyata. BBM aja 
Jika konflik berkepanjangan otomatis BBM akan naik yang tentu berimbas kepada semua sektor. Bagaimana bisa memenuhi point 1,2,3 jika terjadi inflasi dan kelangkaan akibat naiknya harga BBM. Itu baru dr segi BBM lho belum yg lainnya";negative
Junaidi Siregar;@junaidi_siregar;04/06/2023 20:40;"Org menurut mereka rakyat puas di atas 75% kok. 

Mana tau dia bahwa rakyat sebenarnya sdh banting tulang kadang utk memenuhi kebutuhan dasar aja gak dapat. 
Karena harga2 naik tinggi karena efek domino kenaikan bbm subsidi. 
Sedangkan pendapatan cenderung turun.";negative
Firman Wahyudi;@Firmanwyd;04/06/2023 17:13;Pertamax apa pertalite. Kalau nyala itu sisa bensin 5 liter. Km isi 5 liter ya tetap gak bakal naik. Itu kalau pertalite;neutral
Agus N;@nizaminz;04/06/2023 16:03;"Jokowi sederhana
Harga telor naik dari rp 20.000 jadi rp 32.000.
Pertalite dari rp 4.500 jadi rp 10 000. Dijatah pula. Harus pakai MyPertamina pula";negative
Arya putra dimas;@dimasagung848;04/06/2023 15:41;Isi pertalite baru naik ;neutral
Agil Pratama;@agiltama;04/06/2023 15:00;"Bisa apa? ngutang ?
Sd 2014 subsidi bbm tinggi karena msh ada premium.
Kalau dulu dipraktekin di periodr skrg, jebol lah, contohnya di 2022. Harga pertalite tdk ada penyesuaian. Tiba2 naik jd 10ribu.
Anggaran subsidi mending dibuat transportasi publik.";negative
••;@vendysas;04/06/2023 13:21;dr dulu jaman pertalite 7600 kayaknya kalo ngisi 50rb ga naik barnya. ;neutral
Choco.BIU CIMOL;@ChanieBiuLuve;04/06/2023 13:05;1% aja udah kayak demo kenaikan BBM kak ;neutral
Polda Kaltim;@Poldakaltim;04/06/2023 11:39;http://Tribratanews.kaltim.polri.go.id, Kuaro – Personil Polsek Kuaro secara rutin melaksanakan pengamanan dan monitoring di SPBU dalam upaya mendisiplinkan warga dampak kenaikan harga Bahan Bakar Minyak (BBM) dan guna mengantisipasi terjadinya kemacetan akibat antrian serta penyalahgunaan BBM.;neutral
POLSEK LIMPASU;@LimpasuPolsek;04/06/2023 10:57;"Anggota  Polsek Limpasu Melaksanakan giat Pam di SPBU guna kelancaran dan  keamanan bagi warga dalam mengisi BBM, serta memonitor ketersedian BBM  untuk menghindari adanya kelangkaan BBM di Daerah Hukum Polsek Limpasu.

( Limpasu, Minggu, 04 Juni 2023 )
#humaspolreshst
#polreshst";neutral
Agung Ramadhan;@agungrmdhnn;04/06/2023 10:19;Seirit-iritnya mobil kalo cuma diisi 50rb (5L) Pertalite ibarat orang minum air tapi setetes wkwkwk gimana mau naik itu indikator malih;negative
VÆ;@ae_velix;04/06/2023 09:20;Ada beberapa kondisi yang berbeda kak, mungkin kalo dr pict itu sendernya emang sampai ke level pakai bbm cadangan, jadinya yaa bener bener kosong. Alhasil dg kapasitas tangki brio itu 35 l, isi 5 liter pertalite ya ga ada efeknya. Faktor indikator bbmnya bakal naik juga (cont.);neutral
POOJA;@bajinganindomie;04/06/2023 09:13;Duh emosi  mobil saya ford fiesta aja diisi 150K (pertamax) naiknya dikit. Apalagi ini diisi cuma 50K  ngisi tangki motor cbr 50rb (pertamax) aja cuma naik 3bar. Ya tolong agak ngotak aja, kecuali kalau isi bensin 500K ga naik barulah protes :))));negative
Aloysius Ardhian Pradityo;@aditmilo;04/06/2023 09:10;Kalo pake cara agya, isi 50rb itu cuma dapet 4 liter pertamax, kapasitas total agya 32 liter, pake display 8 bar, jd 1 bar = 4 liter, ya cuma nambah 1 bar, kalo cara brio ya nambah sitik tok mbak, coba lewat jeglongan wae kan naik lagi, tapi lalu turun, lha wong ming sithik;neutral
Amir;@H300590;04/06/2023 07:39;Menurut ku, tangki mobil itu beda beda ukurannya. Dan paling penting isi nya bahan bakar apa dulu? Dulu jaman premium masih 5rb aja isi 50rb ada yang jarum nya ga naik. Sekarang kalo dia isinya produk pertamax 50rb ya susah buat naiknya atuh.;neutral
Hansel;@west_vurginia;04/06/2023 06:19;Brio 50k pertamax emang kaga naik, minimal 100k, tapi kalau udh kuning tu masi kuat 30km lebih;neutral
You;@aditanoraga;04/06/2023 06:11;"saya pernah punya honda jazz ge8. waktu harga pertalite 7400. saat jarum di bawah seperempat, saya isi 50ribu jarum tidak naik, saya coba lagi di spbu lain yg terdekat isi 50ribu lagi juga tidak naik. 
setelah saya coba coba eksperimen beberapa kali...";neutral
𝐥𝐚𝐞𝐥♡•;@SOFTBOYSJY;04/06/2023 04:44;ga naik Brio sih tp gw pernah ngisi 300 aja cuma 1/2 doang wkwk kalo full 700-750 pake pertalite;neutral
all-tuff;@AlltuffSuhhDude;04/06/2023 03:23;Bang tangki mobil itu puluhan liter bang. Lu isi pertalite 50k aja cuma dapet 5 liter ya ga bakal naik lah astaga;negative
iCup;@laenith;04/06/2023 01:33;Beli bensin apa? Pertamax 50 rb cuma dapet 3 liter. Kapasitas tangki mobil itu 40-60 liter. Lo isi 10%nya pun kagak trus ngarep jarumnya naik seberapa banyak?;negative
シファ;@syifauziyahh;04/06/2023 00:45;Tp setelah aku service dan cobain isi 50rb pertalite dari si stirpnya udh di bawah gt jg bisa naik koo, naiknya lumayan jg.;neutral
シファ;@syifauziyahh;04/06/2023 00:44;Ini aku rada bingung knp pada julid. Aku pake brio jg dan pernah ada di posisi mbaknya, isi 50rb (pertalite sih tp) si stripnya di posisi yg sama percis sama mbaknya itu ga naik sama sekali jg.;neutral
anishee;@awxgd_;04/06/2023 00:04;Mon maap nih skupi aja di jaman sekarang full tank (pertamax) bisa nyentuh angka 40K 30K luber itu jaman bbm belum naik;neutral
Iki bukan pebian;@pindang22;03/06/2023 23:48;Wkwkwkwk kapasitas brio tengki brio teh 35l itu 50rb pertalite berarti cuma 5lt yah pasti lah ga naik meteran mah;neutral
HumbleG;@HumbleGzd;03/06/2023 23:46;jokowi pernah kritik kenaikan bbm waktu dia masih gubernur..skrg dia kurangin subsidi yg artinya bbm naik..dungu kan tuh orang?;negative
ulll;@ulelul;03/06/2023 23:32;Ya jangan disamain atuh isi 50 ribu di mobil sama kek di motor. 50 ribu cuma dpt 5 liter kalo pertalite kalo pertamax ga nyampe 4 liter. Ya ga bakal naik atuh kalo untuk mobil. Vario gue aja baru fulltank 55 ribu pertamax ;neutral
MR;@opto_ergosum;03/06/2023 22:12;harga pertamax benar2 fluktuatif. Tiba-tiba naik, mendadak turun. Turun lumayan nih per 1 juni.;neutral
Iyardian.S.Pardosi;@Iyardian;03/06/2023 21:04;"Mobil tu jarum bensin di E 
Masi ada sisa sekitar 2 liter
Trus lu isi 50K asumsi pertalite
Brarti cmn 5 liter
5 + 2 = 7 liter
Garis baru naik seperempat klw gak salah tangki minimal 10 liter
Mending blajar dulu tentang serba serbi mobil
Bru bikin status ya";neutral
sunflower;@imhaebaragi;03/06/2023 20:34;Comment nya salty banget dah  tapi mgkin sendernya sama kayak aku, udah lama ga isi bensin sendiri soalnya biasanya emak yg isiin. Terakhir kali ngisi pas sebelum kenaikan bbm. Kayaknya 50K pas sebelum kenaikan bbm masih dapet banyak gak sih?;neutral
ijaa - norawit’s;@gemnttt;03/06/2023 20:05;motoor gw aja pertalite 50k anjrot lo mau ngarep apaan mobil 50k naik batangannya ;neutral
axbx;@nsnsnnqx;03/06/2023 19:49;"Bukan pekara debit card kak. Lu tau ga sih seberapa dikitnya pertalite 50rb tuh? Cuman dapet 5 liter. Sdgkn full tank brio itu 35 an liter.
Ya jelas lah meterannya ga naik jauh. Beda kalo ngisi bensin beat. 33rb dah fulltank bs jalan dg jarak 100an kilometer";negative
;@thebimz;03/06/2023 19:01;Gw pernah isi pertamax cuma ada 40k naik kok jarumnya. Mobil Jazz.;neutral
𓃠;@jahesekoteng;03/06/2023 18:54;motor diisi pertamax 30 rebu jg blm semua fulltenk ini lg mobil gocap. emg kata gw cewe begini mending naik gojek aja dah gausah sok-sokan pake mobil sendiri.;neutral
ruu LAGI NANGIS;@chigirette;03/06/2023 18:52;PERTALITE... jd adek gue nih minta jemput tp motornya abis bensin jd gue suruh naik ojol aja eh dia tbtb pulang sambil bawa bensin diplastikin BINGUNG;neutral
JustAnotherPuji;@ECYJ96;03/06/2023 18:38;Tergantung mobilnya sih kayaknya.. klw mobilnya 2.0 apa 2.5cc trus ngisi pertamax apa shell ya gak naik... coba mobilnya yg 1.0 apa 1.3 diisi pertalite ya naik hampur 20%;neutral
L;@temanbicara_;03/06/2023 18:13;Kemarin pas keabisan duit n pas g bawa dompet, duit sisa 50k, ku beliin pertalite buat mobilku juga naik 2 strip. Masih bisa dipake buat pulang dg jarak 5km an plus besoknya masih bepergian sejauh 30km an. Oya sebelum di isi bensin juga dalam kondisi setengah tanki sih;neutral
AGUSSADONO;@AGUSSADONO1;03/06/2023 18:05;Itu klo gak kontrak dr dulu ditutup . Itu kebijakan yg salah oleh anies. Udah tau mobil listrik itu emisi karbon lebih gede dr bus BBM. J;neutral
AGUSSADONO;@AGUSSADONO1;03/06/2023 18:02;Yg goblok itu anies udah tau klo mobil listrik emisi karbonnya lebih gede dr bus BBM. Kok malah nonton klo yg bener anies itu minta maaf krn salah kebijakan;negative
만듀;@hyvnjiny;03/06/2023 18:00;jadi keinget kemarin pinjem motor adek trs niatnya mau gantiin bensin, biasa motor beat 25an udah full, kemarin isi pertamax 20 cuma naik 1 bar gitu ya;neutral
diraa;@Dirapew;03/06/2023 17:46;kaka ku pernah isi pertalite 40rb posisinya bensin masih di 3batang, pas udh isi ga naik samsek(agak sus awalny karna pom bensinny udh terkenal gabener soal literannya dicurangin gt), beli lagi lah bensin di tmpt lain yg aman tmptnya isi 30rb pas udh selesai lgsg naik jd 6batang;neutral
nanda;@nanndd;03/06/2023 15:18;Nder isi bensin mobil 50rb itu pertalite cuma 5 liter gimana mau naik jarumnya  ini pasti bensinnya udah habis banget;neutral
je.;@revsnant;03/06/2023 15:13;Brio tuh 35L full nya, 350k karena dia pertalite. Dia kira 50k bakal naik setengah tank apa gimana coba? ;neutral
Smart Technolab Ind.;@smarttechnolab;03/06/2023 14:40;Kalo 82% si kalangan sendiri terserah ya, tp kalau mewakili seluruh penduduk kyknya tidak ya ?, Logikanya aja nih, selisih Jokowi pilpres brp sih ? +-54%, trus semasa Jokowi kenaikan BBM brpa kali, harga TDL , pajak dll,  dibebankan ke  rakyat trs malah seneng gitu ? Logika aneh.;negative
mas.alif;@Rdwnalif;03/06/2023 13:48;Indikator eror bisa jadi mbak, tapi memang kalau isi 50rb dapat 5L pertalite naiknya tetep dikit. Altisku tahun 2003 juga gitu, kalau indikator bensin udah menyala (posisi di setengah bar ke E) coba isi 50rb naiknya pun sedikit dan agak lama, beda kalau isi 100rb pasti naik cepet;neutral
⁎⁺˳✧༚;@corneliastrit;03/06/2023 13:36;wkwkkwkw gue pernah mirip bgt pegang cash 50 keburu lah gue isi pertamax/pertalite lupa 50 doang pokonya kaga naik samsek itu jarum sampe gue puter balik ke pom nanya mba nya ‘mbA inI tAdi uDAh diisi kAn yA? kOk gA nAik’ trs gue diketawain;neutral
Holy F.A;@txtfromholy;03/06/2023 13:01;"Ayla aja 150 masih ga full, ini ngarep 50 mau jarum naik setinggi apa 
Klo dulu pertalite harganya masih 7000 ya mungkin bisa ";neutral
Bᵣyₐₙ;@uurmdbstr;03/06/2023 12:56;"aku dulu msh pertalite belum 10K ngisi 50K naik tp skrg gatau udh gapernah nyetir brio lg jd kgn brio ;(";neutral
Raa;@xRedAssassins;03/06/2023 12:39;Scoopy 45k doang dpt full, pertamax sih shshsh, mmg orgnya bru bisa naik mobil keknya;neutral
Raa;@xRedAssassins;03/06/2023 12:36;Kyaknya dia baru bisa naik mobil deh dan selama ini naik motor, kan kl motor 50k full ya dpt pertamax lagi, kwkwkw mbak.. mbak.. tangki mobil g sama kyak tangki motor;neutral
gvn;@sdmgvn;03/06/2023 12:16;Gw ngisi pertamax 150 aja di almaz ga naik . Bukan karena bensinnya ga bener tp emang tangki nya gede;neutral
polsek firdaus;@polsek_firdaus;03/06/2023 12:08;"Personil Polsek Firdaus dan Unit Intel Polsek Firdaus  melakukan  deteksi dan  monitor  stock BBM  pasca penyesuaian harga/kenaikan harga BBM Bersubsidi  serta kelangkaan BBM di SPBU - SPBU diwilayah hukum Polsek Firdaus 

#polressergai";neutral
JackSS;@lee_maroo;03/06/2023 12:06;Brio itu kalau indikator fuel rendah emang gak presisi. Jadi gak bisa jadi acuan. Gue selalu isi bensin pas garis E dan isi Full. Biasa isi bisa 30-32L. Nah yg jadi pertanyaan ini isinya apa? Pertamax? Turbo? Atau pertalite? Kalau isi 50rb jgn harap naik tinggi indikatornya;neutral
Cocote Lemes;@adityaprtm1998_;03/06/2023 12:05;Kalo ngisinya cuma 50k yaa ga berasa dong bestieee. Kecuali kalo bestiee naik motor beat, isi 50k pertalite bisa sampe meluber... Mobil tuh rata2 ngisi 100k, baru berasa naik jarumnha.;neutral
NisyㅣGA ON PINNED;@nisynwafer;03/06/2023 12:03;"I mean like, tangki mobil tuh kan gede ya sekitar 30-35L. Nah kl isi pertalite/pertamax dikira-kira aja deh 50rb paling 4-5L tok, jd yo gak salah nek misal jarume nggak naik

Kecuali mbake ngisi beat ngunu 50 ewu wes amber2";neutral
nagaregen;@jagoaninazuma;03/06/2023 11:43;"WKWKWK lu kira naik supra, 20rb bisa sampe Qatar.

1. Tangki mobil kapasitasnya ±40L
2. sedangkan lu beli gocap dapet 5 L(kalo pertalite). Berapa persennya dari 40L?";neutral
dewi;@hepppburn;03/06/2023 11:10;ngisi 50 posisi E mending naek beat aja  daripada naik brio biar luber2 full tank masih kembalian :(( 50rb mah anjir pertalite cuma nambah 5 liter  seperempat tangki brio juga engga;neutral
Morphling;@0x0fajar;03/06/2023 11:07;Kalo mau isi 50rb jarumnya naik, mending jual brionya beli beat karbu nder. 50rb isi pertamax sampe tumpah-tumpah;neutral
oreo.;@Aryadana_;03/06/2023 11:03;50rb itu dapet 5 liter kalo pertalite, 1bar itu 4literan. Kalo model jarum naik dikit banget-_-;neutral
;@lulutratna;03/06/2023 10:49;"kalau yg model digital kek baterei baris (bukan jarum), isi pertalite 50rb naik 2 strip. 
pas bawa mobil bapak model jarum gn, isi pertamax 150rb munggah e ga ketok nyata, alias ga keroso.
nek jarum koyok e ngono nderr, jare bojoku munggah e ga njejek";neutral
POLSEK LIMPASU;@LimpasuPolsek;03/06/2023 10:23;"Anggota  Polsek Limpasu Melaksanakan giat Pam di SPBU guna kelancaran dan  keamanan bagi warga dalam mengisi BBM, serta memonitor ketersedian BBM  untuk menghindari adanya kelangkaan BBM di Daerah Hukum Polsek Limpasu.
( Limpasu, Sabtu, 03 Juni 2023 )
#humaspolreshst
#polreshst";neutral
Engineer Sambat;@SenatorSigit;03/06/2023 08:59;Jadi inget pas jalan jalan sama orang kantor naik bus. Dan busnya minum pertamax dex, beli dua juta lho cuma ngangkat dikit;neutral
Agung Joko;@agung_joko;03/06/2023 08:49;kemarin baca berita, mereka mrs jengah krn pengajuan kenaikan tarif dr th 2022 efek dr kenaikan BBm tidak direspon pemkot, merasa tdk diperhatikan;neutral
UNBLOK IMEI PAKAI PAYLATER? BISA! Mention aftr dm;@zyxriin;03/06/2023 07:56;"yeuu masa naik mobil ngisinya pertalite 50k. Kalah dong sama beat ak isi full tangki pertamax ((serious comment •> tangki mobil kan besar nder, dn lu cm isi 50k. Minyak lu jg kelitan udh kandas bgt)) Tp ak ga suka sih cara mu bilang ""salah ak ga turun krna lg makeupan"" -cont";neutral
setiaone;@TriyonoSetiawa5;03/06/2023 03:11;Pas jadi oposisi kenaikan bbm nangis2 setelah berkuasa ketawa2 ...gak usah di Pilih lagi;negative
