created_at,Komentar,Sentiment,Score,month_year
2023-05-29 05:29:34+00:00,wahh gais ada potongan setengah harga nih di konser infinite live bayar pake qris d-bank pro. ayo ikutan ada kahitna jg lho liat disini buat info selanjutnya https://t.co/s5cYs8Vplm https://t.co/8rPWwHJSgv,neutral,9.540.753.364.562.980,2023-05
2023-05-29 05:32:44+00:00,Denger-denger ada Kahitna sama Rizki Febrian di IIMS nanti lohh🤩 Yuk yang mau dateng bisa pake Danamon QRIS D-Bank PRO dari 100rb jadi 50rb beli tiketnya on the spot di tiket box https://t.co/wqgmXkVxNc https://t.co/ivQ8IapUaG,neutral,9.686.416.387.557.980,2023-05
2023-05-29 05:35:03+00:00,"No more galau karna di IIMS infinite Live ada diskon 50% nich, promo spesial pake Danamon QRIS di D-Bank PRO dri 100k jadi 50k, beli tiketnya on the spot  https://t.co/AMr676NzQK https://t.co/9o6ADkdpuc",neutral,939.720.094.203.949,2023-05
2023-05-29 05:35:28+00:00,"Weekend nanti cocoknya ngeLive bareng Kahitna di IIMS sih, beli tiket bundle promo spesial diskon 50% IIMS Surabaya pake Danamon QRIS di D-Bank PRO dari 100rb jadi 50rb beli tiketnya on the spot di tiket box! https://t.co/elDQHP0Thv https://t.co/6C4GFNByy6",positive,6.848.562.955.856.320,2023-05
2023-05-29 05:36:51+00:00,"Weekend bingung mau kemana? pas bgt nih ada IIMS Infinite Live lumayan ketu Rizki Febian beli tiket promo spesial diskon 50% IIMS Surabaya, transaksi pake Danamon QRIS D-BANK Pro dari 100rb jadi 50rb beli tiket nya on the spot di tiket box https://t.co/jeOzao38GH https://t.co/sxBzjv5p8j",neutral,8.584.871.292.114.250,2023-05
2023-05-29 05:37:03+00:00,Malmingan bingung mau ajak gebetan kemana. Yuk nonton konser IIMS Infinite Live. beli tiket bundle promo spesial diskon 50% IIMS Surabaya pake Danamon QRIS di D-Bank PRO dari 100rb jadi 50rb beli tiketnya on the spot di tiket box  https://t.co/QFZlKiuBcT https://t.co/kK6X4K6ojz,neutral,9.321.054.816.246.030,2023-05
2023-05-29 05:37:45+00:00,"yuk nonton Rizki Febrian di IIMS Infinite Live  bakalan ada diskon 50% , yang pastinya  Transaksi pake Danamon QRIS D-Bank PRO dari 100rb jadi 50rb beli tiketnya on the spot di tiket box https://t.co/F01fwOJBuA https://t.co/vM5eu5xp2p",neutral,8.591.696.619.987.480,2023-05
2023-05-29 05:38:48+00:00,"Mumpung weekend lagi free nonton concert ah kebeneran di IIMS ada Infinite Live concert, denger2 juga ada diskon 50% tiket bundle masuk IIMS Surabaya bayarnya pake QRIS D-Bank PRO dari 100rb jadi 50rb beli tiketnya on the spot di tiket box penasaran banget https://t.co/pCJmlNfjDU https://t.co/XQkEpu8QpX",positive,8.963.506.817.817.680,2023-05
2023-05-29 05:39:29+00:00,Asik banget ada konser IIMS Infinite Live jadi bisa nyanyi bareng Kahitna Tiket bundle promo diskonnya jg spesial 50% 😍 IIMS Surabaya pake Danamon QRIS di D-Bank PRO dari 100rb jadi 50rb beli tiketnya on the spot di tiket box ❤ Info lengkap &gt &gt  https://t.co/InTbd71YJj https://t.co/SbYb9B5QT1,neutral,781.462.550.163.269,2023-05
2023-05-29 05:40:34+00:00,"ada Kahitna di konser IIMS Infinite Live, ada diskon 50% tiket bundle masuk IIMS Surabaya bayarnya pake QRIS D-Bank PRO dari 100rb jadi 50rb beli tiketnya on the spot di tiket box, bisa traktir teman satu geng ngegalauu bersama! https://t.co/59kvqhq5oX https://t.co/COkifa8BjF",positive,6.336.982.846.260.070,2023-05
2023-05-29 05:40:43+00:00,"weekend gabut ke IIMS Infinite Live concert aja gasi nonton bareng apalagi ada Kahitna trus juga ada diskon 50% bayarnya pake QRIS D-Bank PRO dari 100rb jadi 50rb, ayooo https://t.co/XvSiDdEKmm https://t.co/nsrCvMtO3Z",neutral,7.673.797.607.421.870,2023-05
2023-05-29 05:41:20+00:00,OMG aku mau liat Rizki Febrian di IIMS Infinite Live katanya ada diskon 50% tiket bundle masuk IIMS Surabaya juga! Transaksi pake Danamon QRIS D-Bank PRO dari 100rb jadi 50rb loh terus kalo mau beli tiketnya bisa on the spot di tiket box gak sabar akutuh!  https://t.co/PJdFQI75fE https://t.co/eLkstiJL0J,positive,6.753.284.931.182.860,2023-05
2023-05-29 05:42:50+00:00,"Ga boleh dilewatin apalagi beli tiket bundle promo spesial diskon 50% IIMS Surabaya cuma pake Danamon QRIS di D-Bank PRO dari 100rb jadi 50rb beli tiketnya on the spot di tiket box, lebih hemat ya dan nonton langsung juga https://t.co/JsnT11QouV https://t.co/UvNTHldST2",positive,7.993.283.867.835.990,2023-05
2023-05-29 05:46:22+00:00,"Wah asik nih gaes, Kahitna hadir di konser IIMS Infinite Live, terus diskon 50% tiket bundle masuk IIMS Surabaya juga bayarnya pake QRIS D-Bank PRO dari 100rb jadi 50rb beli tiketnya on the spot di tiket box, bisa traktir keluarga ayang kalian dah 😁 https://t.co/BaGpBp8ouO https://t.co/mVlGXxAYSR",positive,501.201.868.057.251,2023-05
2023-05-29 05:46:26+00:00,kpn lagi tiket 50% ada Kahitna jga pake promo Danamon Qris https://t.co/xfwp9E7Vj1 https://t.co/KGe2FX1cDp,neutral,9.872.675.538.063.040,2023-05
2023-05-29 05:48:26+00:00,Arek Suroboyo yg mau ketemu Mas Rizki Febrian di IIMS Infinite Live ada diskon 50% tiket bundle masuk IIMS Surabaya nih!! nanti kalian transaksi pake Danamon QRIS D-Bank PRO dari 100rb jadi cuma 50rb beli tiketnya on the spot di tiket box check this out 👉🏼 https://t.co/0PoPI8J5Mh https://t.co/ttFUgRkq8L,neutral,9.572.693.705.558.770,2023-05
2023-05-29 05:48:47+00:00,"Tau gaa ada diskon 50%  lho buat tiket bundle masuk IIMS Surabaya! Kalo transaksinya pake Danamon QRIS D-Bank PRO bisa dari 100rb jadi 50rb terus beli tiketnya on the spot alias lgsg di tiket box, saatnya ngegalau bareng circle sambil liatin kahitna https://t.co/maL4DkrD9r https://t.co/RKsxPaXJzS",neutral,574.133.574.962.616,2023-05
2023-05-29 05:50:05+00:00,"waduh,,,,, drpd weekend kalian galau mending ketemu sm Rizki Febrian dan Kahitna di IIMS Infinite Live gih trs jgn lupa beli tiketnya on the spot yaa biar dapet diskon yg asalnya 100k jd 50k kalo transaksi pake Danamon QRIS di D-Bank xixi yuuu merapat lur https://t.co/GBLwCYKaLg https://t.co/mLmMoqz5Pw",neutral,883.676.290.512.085,2023-05
2023-05-29 05:51:18+00:00,Ehhh iya bakal ada Live kak Rizki Febrian di IIMS dengan diskon 50% tiket bundle masuk IIMS Surabaya guysss kalo Transaksi pake Danamon QRIS D-Bank PRO dari 100rb jadi 50rb beli tiketnya on the spot di tiket box https://t.co/X6Qi92RQa6,neutral,8.393.834.829.330.440,2023-05
2023-05-29 05:52:47+00:00,Weekend gini pas banget ada konser IIMS Infinite Live bareng Kahitna beli tiket bundle promo spesial diskon 50% di IIMS Surabaya pake Danamon QRIS di D-Bank PRO dari 100rb jadi 50rb beli tiketnya on the spot di tiket box https://t.co/rUX7DvQWEp https://t.co/mgGvrVjXwj,neutral,5.905.565.023.422.240,2023-05
2023-05-29 05:53:45+00:00,"terus ini juga, Danamon ni emang ada aja ya gebrakannya ngga bisa diem, ya masa gw mau ngelewatin nonton Kahitna si, ya ga bakal lah, mana pake promo diskon 50% pake Danamon QRIS di D-Bank Pro, dah lah ini gas https://t.co/MTvq1bXRdV",neutral,4.170.199.334.621.420,2023-05
2023-05-29 05:55:04+00:00,"Wahh baru tai nih ternyata ada Kahitna di konser IIMS Infinite Live, diskon nya juga banyak banget sampe 50% tiket bundle masuk IIMS Surabaya bayarnya pake QRIS D-Bank PRO dari 100rb jadi 50rb beli tiketnya on the spot di tiket box, cek disini https://t.co/CvsXwPramF https://t.co/jp6fxqKOAE",positive,8.201.977.014.541.620,2023-05
2023-05-29 05:56:48+00:00,"kesempatan banget ga sih liat Kahitna ada diskon 50% bayarnya pake QRIS D-Bank PRO dari 100rb jadi 50rb beli tiketnya on the spot di tiket box, kece banget diskonnya  https://t.co/QBbffhmAun https://t.co/Sn6IVre1vO",positive,9.874.215.126.037.590,2023-05
2023-05-29 05:59:03+00:00,@jongsexong Pake blibli or scan qris kalo di akun kredivo kaka ada menu kaspronyaa,neutral,996.842.622.756.958,2023-05
2023-05-29 06:02:19+00:00,"lagi bosen pas banget ada konser IIMS Infinite Live, bayarnya pake QRIS D-Bank Pro biar bisa hemat 50% di gerai tiket IIMS Surabaya. Lumayan ni ajak org terdekat buat nonton, beli nya on the spot di tiket box https://t.co/bbsu5WGF46 https://t.co/OdT9YiWFP8",neutral,7.790.927.290.916.440,2023-05
2023-05-29 06:04:53+00:00,"@imqueenan namun belum menerima mandiri kartu debit, Bapak/Ibu tetap dapat melakukan transaksi dengan mudah yaitu belanja offline via QRIS, (2)",neutral,9.835.086.464.881.890,2023-05
2023-05-29 06:06:12+00:00,gimana ga galau ada diskon  50% tiket bundle masuk IIMS Surabaya. Transaksi pake Danamon QRIS D-Bank PRO dari 100rb jadi 50rb beli tiketnya on the spot di tiket box https://t.co/jkr1AS0cq5 https://t.co/ckA3uWWRso,positive,6.013.708.710.670.470,2023-05
2023-05-29 06:06:28+00:00,wtb remini prem bisa pakai qris dan ada wa/tele  #zonauang,neutral,99.754.399.061.203,2023-05
2023-05-29 06:06:46+00:00,"Ada Kahitna di konser IIMS Infinite Live, ada diskon 50% tiket bundle masuk IIMS Surabaya bayarnya pake QRIS D-Bank PRO dari 100rb jadi 50rb beli tiketnya on the spot di tiket box, bisa traktir teman satu geng menggalau bersama! https://t.co/SgjbPvcybU https://t.co/z7ViS3AYBX",positive,6.378.655.433.654.780,2023-05
2023-05-29 06:07:05+00:00,"Wow bgt nih di IIMS Infinite Live, ada diskon 50% tiket bundle masuk IIMS Surabaya nih! Transaksinya pake Danamon QRIS D-Bank PRO dari 100rb jadi 50rb beli tiketnya on the spot di tiket box, seru-seruan bisa tetep hemat dikantong https://t.co/hTJ5ua3kZh https://t.co/OM5KZKa7vF",positive,9.885.292.649.269.100,2023-05
2023-05-29 06:07:58+00:00,yuk nonton konser IIMS Infinite Live. kita bisa nyanyi bareng Kahitna dah ntar. nah beli tiket bundle promo aja yg spesial diskon 50% IIMS Surabaya pake Danamon QRIS di D-Bank PRO dari 100rb jadi 50rb beli tiketnya on the spot di tiket box ya gaes 🥰 https://t.co/HYfSLjYKEr https://t.co/PbPOnk1FTm,neutral,8.413.169.384.002.680,2023-05
2023-05-29 06:08:15+00:00,eh ada Kahitna di konser IIMS Infinite Live woiii mana ada diskon 50% tiket bundle masuk IIMS Surabaya bayarnya bisa pake QRIS D-Bank PRO dari 100rb jadi 50rb beli tiketnya on the spot di tiket box yaa jangan lupa! https://t.co/NkRDlmccUV,neutral,6.334.406.137.466.430,2023-05
2023-05-29 06:09:01+00:00,"wihh ada konser IIMS Infinite Live, excited bgt deh buat nyanyi bareng Rizki Febrian, caranya tinggal beli tiket bundle promo spesial diskon 50% IIMS Surabaya pake Danamon QRIS di D-Bank PRO aja, dari 100k jadi 50k trs beli tiketnya ots deh https://t.co/QljS1KHsXW https://t.co/B9gTILkqoJ",positive,8.440.113.067.626.950,2023-05
2023-05-29 06:11:30+00:00,"Weekend galau, pas banget ada konser IIMS Infinite Live jadi bisa nyanyi bareng Kahitna beli tiket bundle promo spesial diskon 50% IIMS Surabaya pake Danamon QRIS di D-Bank PRO dari 100rb jadi 50rb beli tiketnya on the spot di tiket box https://t.co/K1LUyY5eYj",positive,6.152.116.656.303.400,2023-05
2023-05-29 06:12:26+00:00,yuhuu ada kahitna di konser IIMS Infinite Live lohh dan pastinya ada diskon 50% tiket bundle masuk IIMS Surabaya bayarnya pake QRIS D-Bank PRO dari 100rb jadi 50rb dan beli tiketnya on the spot di tiket box yaww. gas dateng!! https://t.co/JoPagl6KXB https://t.co/zIASjTXFOQ,positive,6.470.091.938.972.470,2023-05
2023-05-29 06:12:32+00:00,"nyanyi bareng Kahitna beli tiket bundle promo spesial diskon 50% IIMS Surabaya pake Danamon QRIS di D-Bank PRO , mudah2an dapet pacar https://t.co/w9txjTZLbo",neutral,6.687.082.648.277.280,2023-05
2023-05-29 06:13:43+00:00,"Teman teman kalian tau gak sih ada promo besar lohh Transaksi pake Danamon QRIS D-Bank PRO dari 100rb jadi 50rb beli tiketnya on the spot di tiket box, https://t.co/ygzh89mMbn https://t.co/XzBeqWqUj3",neutral,8.609.911.799.430.840,2023-05
2023-05-29 06:14:53+00:00,Denger-denger di IIMS Infinite Live ada diskon 50% tiket bundle masuk IIMS Surabaya juga! Praktis bgt lg Transaksi pake Danamon QRIS D-Bank PRO dari 100rb jadi 50rb beli tiketnya on the spot di tiket box. Jadi gasabar mau ketemu Mas Rizki Febrian https://t.co/Qm1siUouE4,positive,629.545.271.396.637,2023-05
2023-05-29 06:15:44+00:00,ada Mas Rizki Febrian lohh guyss di IIMS Infinite Live ada diskon 50% tiket bundle masuk IIMS Surabaya juga!! bisa juga transaksi pake Danamon QRIS D-Bank PRO dari 100rb jadi 50rb beli tiketnya on the spot di tiket box yuk yuk buruan guyss https://t.co/kqwC1Fp5hL https://t.co/NZEzBSqmEb,neutral,7.001.204.490.661.620,2023-05
2023-05-29 06:16:21+00:00,"Weekend ini ga kemana mana mending ke IIMS Infinite Live concert mumpung ada mas Rizki Febrian dan ada ada diskon 50% tiket bundle masuk lIMS Surabaya bayarnya pake QRIS D-Bank PRO dari 100rb jadi 50rb beli tiketnya on the spot di tiket box, gass yuk https://t.co/xze8SB9oTC https://t.co/U77Sjmpomi",neutral,707.308.292.388.916,2023-05
2023-05-29 06:16:46+00:00,seneng bangeett tiket IIMS Infinite Live dapet diskon 50% trs ada tiket bundle masuk IIMS Surabaya juga! Transaksi pake Danamon QRIS D-Bank PRO dari 100rb jadi 50rb beli tiketnya on the spot di tiket box!! https://t.co/7kSnuVkr2n https://t.co/nXS8tLmnv5,positive,8.852.429.389.953.610,2023-05
2023-05-29 06:17:06+00:00,"@XpresiBCA Debit min, kalau untuk ke Malaysia pakai qris bisa gak ya? Kemarin pernah baca bisa transaksi qris",neutral,9.964.630.007.743.830,2023-05
2023-05-29 06:18:49+00:00,Pengen ketemu dan galau bareng kahitna di IIMS Infinite Live udah ada diskon 50% tiket bundle masuk di IIMS Surabaya juga! Transaksinya pake Danamon QRIS D-Bank PRO dari 100rb jadi 50rb beli tiketnya on the spot di tiket box https://t.co/HKmjWNIBWc https://t.co/lXKg6es3JF,neutral,7.521.051.168.441.770,2023-05
2023-05-29 06:20:19+00:00,kemaren beli IIMS Infinite Live dapet diskon 50%. Aku transaksi pake Danamon QRIS D-Bank PRO dari 100rb jadi 50rb. Aku beli tiketnya on the spot di tiket box! https://t.co/w8NHBIuICL https://t.co/J0ePsfBfJU,neutral,9.223.062.992.095.940,2023-05
2023-05-29 06:20:26+00:00,Mutualku dom Surabaya yg pingin nonton konser IIMS infite live sini deh merapat.. beli tiket bundle promo spesial diskon 50% nihh!! Transaksi pake Danamon QRIS D-Bank PRO dari 100rb jadi 50rb https://t.co/YaT8xZjj4m https://t.co/ofPmogGPwG,neutral,8.472.104.668.617.240,2023-05
2023-05-29 06:20:31+00:00,"pas banget ada konser IIMS infite live bisa seru seru an sama kahitna, tiket bundle promo sampai 50% pake danamon QRIS di bank PRO ya!  https://t.co/qRHR9uxSzn https://t.co/QOmahPYbU7",positive,5.514.906.644.821.160,2023-05
2023-05-29 06:21:36+00:00,"Secara GW Fans Kahitna garis keras, jadi gw ga mau sampe ngelewatin. Untungnya ada Diskon 50% Bundle tiket masuk IIMS Surabaya 2023 pake Danamon QRIS di D-Bank PRO. Tiket On The Spot di ticket Box. Yukk Nonton.... https://t.co/s4rWhdMcCT https://t.co/xFoyrzZI42",neutral,7.685.362.100.601.190,2023-05
2023-05-29 06:22:52+00:00,Weekend galau pas banget ada konser IIMS Infinite Live jadi bisa nyanyi bareng Kahitna beli tiket bundle promo spesial diskon 50% IIMS Surabaya pake Danamon QRIS di D-Bank PRO dari 100rb jadi 50rb beli tiketnya on the spot di tiket box mudah2an dapet pacar https://t.co/ukIfW8Cl1y https://t.co/cXzXr9mGvx,positive,8.550.839.424.133.300,2023-05
2023-05-29 06:24:46+00:00,"wiii ada rizki febian di IIMS infinite live, ada diskon 50% pula buat tiket bundle masuk IIMS surabaya, transaksi pakai Danamon QRIS di D-Bank PRO dari 100rb jadi 50rb beli tiket on the spot, lumayan banget kann buat anak kost kaya aku https://t.co/MgHxJVIPZe https://t.co/4T7ygLTgxk",positive,983.856.439.590.454,2023-05
2023-05-29 06:32:00+00:00,pas banget mau nonton konser eh ternyata ada diskon 50% untuk bundle tiket masuk IIMS Surabaya 2023 pakai QRIS D-Bank Pro luamyan banget https://t.co/VzlFYQcIeM https://t.co/Px1DjY3N5w,positive,6.106.040.477.752.680,2023-05
2023-05-29 06:35:30+00:00,"Ada diskon 50% tiket bundle masuk IIMS Surabaya tiap bayar pake QRIS D-Bank PRO lohh, bisa traktir teman satu geng nihh! https://t.co/P8ryRKenfo",neutral,7.575.883.865.356.440,2023-05
2023-05-29 06:35:35+00:00,"Weekend galau, pas banget ada konser IIMS Infinite Live. Beli tiket bundle promo spesial diskon 50% IIMS Surabaya pake Danamon QRIS di D-Bank PRO dari 100rb jadi 50rb beli tiketnya on the spot di tiket box, mudah2an dapet pacar https://t.co/RDad7LURSa https://t.co/cPOyeNqXhg",positive,9.667.730.927.467.340,2023-05
2023-05-29 06:36:11+00:00,"Weekend galau, pas banget ada konser IIMS Infinite Live jadi bisa nyanyi bareng Kahitna beli tiket bundle promo spesial diskon 50% IIMS Surabaya pake Danamon QRIS di D-Bank PRO dari 100rb jadi 50rb beli tiketnya on the spot di tiket box, https://t.co/6JhgXERINv https://t.co/rK2knsp04D",positive,5.081.301.927.566.520,2023-05
2023-05-29 06:36:16+00:00,siapa yang mau nonton Kahitna?? ayo nonton bareng di konser IIMS Infinite Live. Btw bakal ada diskon 50% tiket bundle masuk IIMS Surabaya. Cukp bayarnya pake QRIS D-Bank PRO dan bli tiktnya lngsng di tmpt. Jd siapa yg mah ikt??? https://t.co/vcPgoxkbyY https://t.co/r8MAaGK1SP,neutral,5.972.863.435.745.230,2023-05
2023-05-29 06:37:24+00:00,"Ada Kahitna nih di konser IIMS Infinite Live, jangan lewatin jg diskon 50% tiket bundle masuk IIMS Surabaya, pake QRIS D-Bank PRO bisa traktir teman satu geng menggalau bersama! https://t.co/mvd7V1I0Ht",neutral,8.972.777.128.219.600,2023-05
2023-05-29 06:39:11+00:00,"bingung weekend mau kemana, pas banget nih ada konser IIMS Infinite live, ada diskon 50% tiket pake Danamon qris https://t.co/meXJyIuCzk https://t.co/pLqiDeNavJ",neutral,7.541.300.058.364.860,2023-05
2023-05-29 06:42:46+00:00,"Jangan lewatkan penampilan Kahitna di konser IIMS Infinite Live, ada diskon 50% tiket bundle masuk IIMS Surabaya bayarnya pake QRIS D-Bank PRO dari 100rb jadi 50rb beli tiketnya on the spot di tiket box https://t.co/90e72Jwsth https://t.co/LMvHw3Zq9Z",neutral,6.338.796.019.554.130,2023-05
2023-05-29 06:43:37+00:00,"Guys ada konser IIMS Infinite Live jadi kita  bisa nyanyi bareng Kahitna,dan kabar gembiranya kalian bisa beli tiket bundle promo spesial diskon 50% IIMS Surabaya pake Danamon QRIS di D-Bank PRO dari 100rb jadi 50rb beli tiketnya on the spot di tiket box, https://t.co/vp90HT3XGs https://t.co/GW3anoS12E",neutral,5.871.066.451.072.690,2023-05
2023-05-29 06:44:03+00:00,"asikkk dateng ke IIMS surabaya bisa nonton konser sambil liat pameran mobil dong, mana kalo beli tiket bundle dapat diskon 50% pake Qris https://t.co/YhJvJ0R6Fv https://t.co/dwnSGMBTO9",positive,8.180.990.219.116.210,2023-05
2023-05-29 06:50:04+00:00,"Ayok ges gass aja nonton konser ada Rizki Febrian di IIMS Infinite Live, beli tiket bundle pake promo spesial diskon 50% IIMS Surabaya pake Danamon QRIS di D-Bank PRO dari 100rb jadi 50rb beli tiketnya on the spot di tiket box https://t.co/JQPZENlwXD https://t.co/IZOnJBIqZg",neutral,828.797.459.602.356,2023-05
2023-05-29 06:54:00+00:00,Mumpung gabut mending ke IIMS Surabaya aja deh mumpung ada hemat 50% bundel tiket masuknya nih kan nanti bisa nonton konser Infinite transaksinya juga bisa pake QRIS D-Bank PRO guys https://t.co/7Xe7i1scVA https://t.co/j8v6cEMeaP,neutral,8.179.602.026.939.390,2023-05
2023-05-29 06:56:09+00:00,"waduh ada IIMS Infinite Live nih, jangan lupa ada diskon 50% tiket bundle masuk IIMS Surabaya juga... plus Transaksi pake Danamon QRIS D-Bank PRO dari 100rb cuma jadi 50rb !!! cek skrg deh buruan https://t.co/wlI9FtDbBj https://t.co/MKiOAQJgFm",neutral,840.401.828.289.032,2023-05
2023-05-29 06:56:25+00:00,siapa yang mau gweh traktir buat masuk IIMS Surabaya?? nih mumpung ada diskon 50% kalo transaksinya pake Danamon QRIS D-Bank PRO. lumayan banget tauu dari 100 ribu jadi cuma 50 ribu https://t.co/LmaWG4Vm9p https://t.co/E4W6bIBm8u,positive,7.604.688.405.990.600,2023-05
2023-05-29 06:57:16+00:00,Pengen ketemu ama Mas Rizki Febrian di IIMS Infinite Live. Btw lagi ada diskon 50% tiket bundle masuk IIMS Surabaya juga loh! Transaksi cukup pake Danamon QRIS D-Bank PRO aja dari 100rb jadi 50rb beli tiketnya on the spot di tiket box https://t.co/xwcQrRlS2V https://t.co/UiejhLvoA5,neutral,5.507.112.145.423.880,2023-05
2023-05-29 06:58:16+00:00,"Udah ada Kahitna di konser IIMS Infinite Live, ada juga diskon 50% tiket bundle masuk IIMS Surabaya, udah gitu bayarnya pake QRIS D-Bank PRO lagi, diskonnya dari 100rb jadi 50rb beli tiketnya on the spot di tiket box, MARI MENGGALAU BERSAMA MENN AAAA! https://t.co/XowZVwfUXF https://t.co/Mz064NLpwP",positive,7.058.637.142.181.390,2023-05
2023-05-29 06:59:40+00:00,"aku tau ini bakal terdengar tolol dan konyol. dari hampir 21 thn aku hidup, baru hari ini aku nyoba pake qris😭😭 selama ini tuh aku termasuk kaum yg cash payment only karena kl punya e-money tuh boros jd ga pernah nyimpen e-money",negative,9.867.026.209.831.230,2023-05
2023-05-29 06:59:41+00:00,"trus ibunya nyuruh pake qris aja. aku blank, sumpah kyk orang bodo bgt😭 aku gatau gmn pake qris anjrit persis seperti manusia jaman batu. terus bermodal insting, aku inget2 kl aku masih ada spay 12k yg entah aku dulu dapetnya dari mana. akhirnya aku scan tuh, BISA",negative,4.859.350.323.677.060,2023-05
2023-05-29 07:00:50+00:00,ada Rizki Febrian di IIMS Infinite Live concert??? udah gitu ada diskon 50% tiket bundle buat masuk ke IIMS Surabaya cuma harus Transaksi pakai Danamon QRIS D-Bank PRO dari 100rb jadi 50rb beli tiketnya ots di tiket box aaaa cus berangkat https://t.co/OTYgWmo3bd https://t.co/HxOAmHoBUY,neutral,6.163.644.194.602.960,2023-05
2023-05-29 07:06:47+00:00,Ada Rizki Febrian di IIMS Infinite Live!!  Trusss ada diskon 50% tiket bundle masuk IIMS Surabaya juga! Bayarnya bisa pake Danamon QRIS D-Bank PRO beli tiketnya on the spot di tiket box  lumayannn banget dr 100rb bisa jadi 50rb doang ges https://t.co/2qBgs2Ow52 https://t.co/bgUxCzEEnh,positive,7.659.667.134.284.970,2023-05
2023-05-29 07:09:52+00:00,"aaa sneng banget ada konser IIMS Infinite Live jadi bisa nyanyi bareng Kahitna, penyanyi fav aku dan cowo kuu wheheh mana ada promo spesial diskon 50% IIMS Surabaya pake Danamon QRIS di D-Bank PRO dari 100rb jadi 50rb beli tiketnya on the spot di tiket box https://t.co/b4qxEgPlxv https://t.co/TGrKpcivUa",positive,9.424.247.145.652.770,2023-05
2023-05-29 07:11:27+00:00,Beli on the spot bayar pake Qris di D-Bank PRO bisa dapet diskon 50% buat nonton kahitna &amp  rizki febrian?? wah harus ikutan sih cus kepoin https://t.co/dTRKwpxB65 https://t.co/6dfAzzBJTx,neutral,886.288.046.836.853,2023-05
2023-05-29 07:14:48+00:00,omggg ada diskon 50% buat bundle tiket masuk IIMS Surabaya ditambah tiket konsernya jugaa kalo pake QRIS D-Bank PRO!! lgsg gas ngajak temen temen sih iniii https://t.co/euxYsllFX1 https://t.co/7iTpKX4sY3,neutral,7.180.723.547.935.480,2023-05
2023-05-29 07:17:05+00:00,"Wih ada promo 50% nih, lumayan kan biat nonton IIMS Surabaya, bayarnya bisa pake qris lagi  https://t.co/eHXRbxwCkn https://t.co/9AtL7mEXD8",neutral,6.721.996.665.000.910,2023-05
2023-05-29 07:18:54+00:00,Aaaaaaaaaa seneng banget bsesyukur banget pake Danamon soalnya di IIMS Infinite Live ada diskon 50% tiket bundle. Transaksi pake Danamon QRIS D-Bank PRO dari 100rb jadi 50rb beli tiketnya on the spot di tiket box https://t.co/PaleK4hDYx https://t.co/qdEBm6NgKx,positive,96.404.767.036.438,2023-05
2023-05-29 07:19:32+00:00,"yuuu lah yg mau liat Kahitna sama Rizki Febrian di IIMS Infinite Live, ada diskon 50% tiket bundle masuk IIMS Surabaya. bingung mau bayar pake apa? pake QRIS D-Bank PRO lahhh https://t.co/tOJzPkxhoC https://t.co/FDRXllTL9S",neutral,8.924.325.704.574.580,2023-05
2023-05-29 07:19:33+00:00,Sedang di lvl makan apa aja deh yg penting bisa bayar pake QRIS,neutral,9.850.346.446.037.290,2023-05
2023-05-29 07:19:49+00:00,"ak gblk bgt😭masa ke gacoan ga bawa duit cash tapi bayarnya ak pake qris ehh ajg ak lupa kalo bayar parkir😭 tolol ih, moso ga bayar parkir",negative,9.902.856.945.991.510,2023-05
2023-05-29 07:23:58+00:00,"Gimana gak galau IIMS Infinite Live, ada diskon 50% tiket bundle masuk IIMS Surabaya lohh!! Murah banget kaann Transaksi pake Danamon QRIS D-Bank PRO dari 100rb jadi 50rb beli tiketnya on the spot di tiket box,jadi  bisa traktir temen galau bareng deh wkwk https://t.co/RW6BOgG2tT https://t.co/sBjzlTEbN5",positive,9.789.985.418.319.700,2023-05
2023-05-29 07:25:53+00:00,"Btw w lagi di rumah makan ya ini mau kuar, ga ada uang cash sama sekali huhu lupa ambil, makan bisa bayar pake qris...nah bayar parkir ini yaapa ya gaes😭  Mana ga ada atm deket2 sini 😭",neutral,8.080.360.293.388.360,2023-05
2023-05-29 07:26:16+00:00,"@pawpeachy sini kak ada^^  cari akun turnitin no repository bisa sama sachi yuu kak 🤩✨1 assignment bisa untuk 4x cek. bergaransi &amp  bisa pakai akun pribadi/seller, mari diorder💖  𖧷 all e-wallet, QRIS, BRI 𖧷 testi: https://t.co/OpXY7WKaTw 𖧷 order: dm/wa https://t.co/7b8giwB4K1 https://t.co/hlEGFpjvT7",neutral,9.799.469.113.349.910,2023-05
2023-05-29 07:29:38+00:00,"Ada Kahitna di konser IIMS Infinite Live, ada diskon 50% tiket bundle masuk IIMS Surabaya bayarnya pake QRIS D-Bank PRO dari 100rb jadi 50rb beli tiketnya on the spot di tiket box, bisa traktir teman satu geng menggalau bersama! https://t.co/iqpAms5HbP",neutral,5.572.279.095.649.710,2023-05
2023-05-29 07:29:51+00:00,"pusing sama revisian, pengen healing ah nonton kahitna sama rizky febian di konser IIMS Infinite live concert. ada diskon 50% tiket bundle masuk IIMS surabaya bayar pake QRIS D-Bank PRO dari 100rb jadi 50rb aja woe. cocok bet buat rame rame neh gaskeun https://t.co/s3KWrruRxz https://t.co/wpUACY2tfO",positive,833.582.878.112.793,2023-05
