created_at,Text,Sentiment,Score
2023-11-18 06:57:52+00:00,@bank_indonesia transaksi antar negara luar lebih praktis pakai QRIS kapanpun dimanapum #BeriMakna,positive,8.457.413.911.819.450
2023-11-18 07:31:12+00:00,"udah perlu belajar pake QRIS (baca: kris) nih, mengingat transaksinya udah berlaku juga di banyak negara ASEAN.   jujur belum pernah pake QRIS selama ini. Hahahaha.  transaksi pake NFC kapan ni bisa ramai di Indonesia. biar tinggal sorong handphone/smartwatch.",neutral,6.413.949.131.965.630
2023-11-18 07:36:59+00:00,"Daripada pinjem seratus tapi silaturahmi sama temen keputus, mending langsung buka aja BNI Mobile Banking trus bayarnya pake QRIS BNI. Transaksi jadi cepet, super easy!😉 https://t.co/lBhtfhi3AF",neutral,6.906.327.605.247.490
2023-11-18 07:39:30+00:00,Transaksi QRIS Bank Mandiri yang Tertunda | cc @mandiricare https://t.co/laegd8pyVu,neutral,9.969.629.645.347.590
2023-11-18 09:02:12+00:00,"Promo serba hemat di Pakuwon Mall dan Tunjungan Plaza, Surabaya! 🥳   🛍️ Cashback s.d 50rb transaksi dengan QRIS Livin'  🛍️ Bonus Voucher Chatime  🛍️ Bonus e-voucher grab s.d Rp50 ribu   Periode program berlaku setiap hari Jumat, Sabtu dan Minggu hingga tanggal 31 Januari 2024!… https://t.co/rLbsnSmdkG",neutral,9.390.578.866.004.940
2023-11-18 10:25:24+00:00,"@takatahanachan Hai Kak @takatahanachan. Jika untuk transaksi QRIS saat ini masih belum bisa Kak, namun apabila  untuk transaksi bluDebit Card sudah bisa menggunakan fitur contactless di luar negeri ya Kak. 😊",neutral,9.923.345.446.586.600
2023-11-18 13:02:54+00:00,"Kabar gembira nih #SobatRupiah! Bagi Sobat yang mau berkunjung ke Singapura, kini gak perlu repot lagi tukar mata uang untuk transaksi, karena berkat kerja sama interkoneksi kode QR antarnegara, QRIS sudah bisa digunakan di Singapura. Seperti apa? Simak utas berikut, ya!",positive,74.928.879.737.854
2023-11-18 13:03:07+00:00,"Tak hanya memudahkan para wisatawan Indonesia di Singapura, melalui QRIS Antarnegara, para pelaku usaha di Indonesia juga semakin diuntungkan karena transaksi turis Singapura di Indonesia juga semakin lancar &amp  mudah!  Yuk, #BeriMakna untuk kemajuan sistem pembayaran di kawasan.",positive,9.845.950.603.485.100
2023-11-18 13:27:39+00:00,"indo/alfa ada hansaplast ga ya -dips! mau ke apotek tp gapunya cash, kl pake qris min transaksi 20k soalnya 😩",neutral,9.922.330.379.486.080
2023-11-18 13:30:07+00:00,@undipmenfess ada tp kl qris minim transaksi jg nder mnding warung2 gt aja,neutral,6.175.239.086.151.120
2023-11-18 14:13:18+00:00,"mau bayar pake qris di outlet trus di bilang sm staff nya “kalo pake qris takut transaksi nya ke pending/gagal kak, refund nya lama bisa 2 mingguan dari finance nya” hahahaha enggak mbak gapapa soalnya kita finance nya🤣",neutral,7.069.084.644.317.620
2023-11-18 16:19:31+00:00,"@HaloBCA saldo terpotong setelah gagal transaksi lewat qris bank lain, apakah itu masuk ke merchant? Atau saldonya gantung? Cara mengembalikannya gimana ya?",negative,5.579.780.340.194.700
2023-11-19 09:10:22+00:00,"@tanyakanrl Min aku kan nabung di mandiri aku pake livin gitu, terus barusan aku cek ternyata ada transaksi yang gak aku lakuin, nyesek banget transaksi sampe 2 juta tapi aku ga ngerasa make sama sekali, jenis transaksinya pembayaran bia qris dan tokonya itu ada di gresik sedang aku di b***n",neutral,46.867.239.475.250.200
2023-11-19 10:00:15+00:00,"🗣️📢 Ada hadiah buat #SobatRupiah, nih!  Simak baik-baik pertanyaan pada visual ya, terkait implementasi kerja sama penggunaan QRIS yang sudah bisa digunakan di tiga negara untuk mendukung kemudahan transaksi dan mendorong ekonomi yang berkelanjutan di kawasan. https://t.co/tf5nOlSDot",neutral,9.753.069.281.578.060
2023-11-19 10:29:06+00:00,"@goesbrrbrr Hai Sobat BRI, belum bisa ya. Transaksi QRIS dengan kartu kredit sebagai sumber dana melalui BRImo hanya dapat dilakukan menggunakan kartu kredit reguler. Fitur ini belum dapat digunakan untuk kartu kredit Co-Branding (1)",neutral,9.618.146.419.525.140
2023-11-19 11:40:42+00:00,"sementara aku gak nerima payment via qris yah karena aku mau ganti akun dana, jadi tolong jangan ada transaksi ke qris lama sebelum konfirmasi ke aku. thanks 🫶🏻",neutral,9.311.516.880.989.070
2023-11-19 11:42:33+00:00,"Pakar mengungkap bahwa transaksi menggunakan QR Code atau QRIS misalnya, sangat rawan diretas. Sehingga perlu kehati-hatian dari pengguna. https://t.co/3mVpvDIY0c",neutral,9.509.696.364.402.770
2023-11-19 12:50:26+00:00,"@Jasmineisme_ Selamat malam Ibu Jasmine. Jika yang dimaksud transaksi QRIS, maka saat ini tersedia untuk transaksi di Thailand dan Malaysia ya. Terima kasih - Daffa",neutral,9.767.664.670.944.210
2023-11-19 12:55:26+00:00,"@Jasmineisme_ Dengan senang hati kami informasikan, untuk saat ini transaksi QRIS di Singapore belum dapat dilakukan karena menunggu informasi pasti BI. ^Tirta",neutral,961.100.697.517.395
2023-11-19 13:21:06+00:00,"@bedulbedul1 Hai Kak @bedulbedul1, dengan senang hati mimin bantu infoin ya. SIMSEM POS adalah transaksi debit menggunakan pembayaran QRIS ya Kak. Semoga informasinya membantu ya. Tks -Falah-",neutral,9.779.389.500.617.980
2023-11-19 13:22:33+00:00,"@bedulbedul1 Selamat malam Kak @bedulbedul1, dengan senang hati mimin bantu infoin ya. SIMSEM POS adalah transaksi debit menggunakan pembayaran QRIS ya Kak. Semoga informasinya membantu ya. Tks -Falah-",neutral,9.654.772.281.646.720
2023-11-19 14:01:15+00:00,"@Ayuputriy_ Selamat malam, @Ayuputriy_. Tentu bisa, transaksi QRIS Cross Border melalui fasilitas m-BCA (BCA mobile) saat ini bisa dilakukan di negara Singapura, Thailand atau Malaysia. Nasabah BCA tidak dikenakan biaya transaksi dan/atau biaya administrasi ya. ^Hector",neutral,9.409.537.315.368.650
2023-11-19 14:07:53+00:00,"@PrioLeksono @dani696912 Hai Kak @PrioLeksono, dengan senang hati mimin bantu infoin ya. SIMSEM POS adalah transaksi debit menggunakan pembayaran QRIS ya Kak. Semoga informasinya membantu ya. Tks -Falah-",neutral,9.836.363.196.372.980
2023-11-19 14:59:08+00:00,"@ilangris halo ka, itu transaksinya gagal/tertunda? soalnya aku baru aja bayar tagihan indihome via qris tp transaksi tertunda dan saldo udah berkurang",negative,8.234.873.414.039.610
2023-11-19 17:14:08+00:00,@Disiniakucerita Dengan senang hati kami informasikan Bapak/Ibu Pelanggan. Kami informasikan bahwa untuk transaksi QRIS untuk saat ini masih menunggu informasi pasti dari BI terkait penggunaan transaksi di Singapura ya Bapak/Ibu Pelanggan.  🙂 Tks ^Zeno,neutral,9.677.695.631.980.890
2023-11-19 17:15:20+00:00,"@Disiniakucerita Sesuai informasi sebelumnya ya, terkait transaksi QRIS untuk saat ini masih menunggu informasi pasti dari BI terkait penggunaan transaksi di Singapura ya Bapak/Ibu Pelanggan. 🙂 Tks ^Zeno",neutral,9.918.814.301.490.780
2023-11-19 21:41:19+00:00,🔥EVENT FREESPIN 20% UNTUK PRAGMATIC &amp  HABANERO🔥  ✨WINSGOAL BANYAK BONUS✨ Link gacor: https://t.co/Ns1ChcouFN  💳 TRANSAKSI SUPER GAMPANG 🌟 QRIS 🌟 ALL E-Wallet 🌟 ALL BANK  #klaimslotwinsgoal #maxwinwinsgoal #menangslot #jpwinsgoal #bonuswinsgoal #winsgoal https://t.co/Op4h40Q12w,neutral,8.183.261.156.082.150
2023-11-19 23:04:05+00:00,"Berikut 5 berita populer Money https://t.co/4VOOkFAPN4, mulai dari uang nasabah BCA raib saat transaksi QRIS, hingga barang-barang yang dibeli Israel dari RI. https://t.co/wZk5sIboiK",neutral,9.935.917.258.262.630
2023-11-20 00:30:47+00:00,"QRIS Antarnegara Indonesia - Singapura telah resmi bisa digunakan, Sobat!  Jadi #SobatRupiah tidak perlu pusing tukar Rupiah ke dolar Singapura krn sekarang sudah bs belanja di merchant Singapura hanya dgn scan QRIS. Yuk, terus #BeriMakna dg memanfaatkan transaksi digital.😎 https://t.co/gHKhzaW9xn",neutral,945.557.713.508.606
2023-11-20 00:31:43+00:00,"#SobatRupiah, kehadiran QRIS Antarnegara bukan hanya mempermudah transaksi. Lebih dari itu, kerja sama ini semakin membuka peluang perekonomian di masa depan! Keren, kan? Jadi, siapa yg sudah #BeriMakna dgn #PakaiQRIS Antarnegara di Thailand, Malaysia &amp  Singapura? https://t.co/7WZsnPz5Vp",positive,7.575.470.209.121.700
2023-11-20 01:51:50+00:00,abis itu isi bensin gabisa pake qris recehan gua kurang 2ribu jadinya transaksi pake duit 75 ribuan pertama kali,neutral,6.339.056.491.851.800
2023-11-20 02:01:15+00:00,"@mayangwld Selamat pagi, @mayangwld. Pembayaran menggunakan QRIS di Thailand bisa dilakukan pada merchant yang bisa menerima transaksi pembayaran tersebut ya.",neutral,9.861.867.427.825.920
2023-11-20 03:28:04+00:00,Transaksi dengan Quick Response Code Indonesian Standard (QRIS) sudah bisa digunakan di beberapa negara. Mana saja? https://t.co/kvmhmEhIOg,neutral,9.946.033.358.573.910
2023-11-20 03:48:00+00:00,"Kamu bisa lebih mudah melakukan transaksi di 3 negara terdaftar yang sudah bekerjasama dengan Indonesia, antara lain  Singapura, Malaysia dan Thailand. 😍  Jadi, gak perlu takut kehabisan uang cash lagi deh! Soalnya, kamu hanya perlu scan QRIS untuk melakukan pembayaran! 🫶",positive,6.981.430.649.757.380
2023-11-20 03:55:08+00:00,@GrabID gabisa minnn aku udh coba jajan pake qris di grab tulisannya kode tidak valid. apakah qrisnya hanya bisa dipakai untuk transaksi grab bike dll?,negative,6.853.851.079.940.790
2023-11-20 04:01:43+00:00,"@Jasmineisme_ Hello @Jasmineisme_, kami informasikan untuk fitur QRIS Danamon saat ini belum dapat digunakan untuk melakukan transaksi di luar negeri. Terima kasih. ^Euis",neutral,9.645.777.940.750.120
2023-11-20 04:06:37+00:00,"Transaksi pembayaran dengan QRIS antarnegara sudah bisa dilakukan di Singapura, Malaysia, dan Thailand. Bagaimana cara menggunakan QRIS antarnegara? https://t.co/UipjoWdsUs",neutral,9.938.163.757.324.210
2023-11-20 04:50:58+00:00,"Sobat BRI, Mau belanja apapun di Singapura udah gaperlu bingung bawa dollar atau nukar rupiah. Pake BRImo kamu sudah bisa transaksi langsung tanpa ribet ✨️  Cukup pake QRIS BRImo, lalu lakukan pembayaran, transaksi akan auto terkonversi ke dollar Singapura lho! https://t.co/315h5PDcwF",neutral,9.480.312.466.621.390
2023-11-20 05:14:33+00:00,"Ragam Modus Bobol Rekening, dari Undangan Pernikahan hingga Transaksi 'Gaib' QRIS https://t.co/uHx6L2dqTh",neutral,994.839.608.669.281
2023-11-20 05:22:27+00:00,"Payment sendiri menggunakan beberapa cara:  E-wallet - DANA, - Spay - Gopay - QRIS (rate 2k/transaksi)  Bank - BNI - Mandiri (rate 5k/transaksi)  Pembayaran lainnya - Wise (dengan rate 2$/transaksi)",neutral,8.828.033.804.893.490
2023-11-20 05:28:36+00:00,Pembayaran transaksi di Malaysia bisa dilakukan dengan QRIS. Bagaimana cara menggunakannya? https://t.co/Q0bLey1ziY,neutral,9.923.370.480.537.410
2023-11-20 06:20:20+00:00,"@iwantseblak Hai Sobat BRI, mohon maaf atas ketidaknyamanan yang dialami. Kami informasikan transaksi pembayaran QRIS akan diproses H+1 setelah transaksi dilakukan. Silakan melakukan pengecekan mutasi rekening secara berkala melalui aplikasi BRImo. (1)",neutral,9.928.109.049.797.050
2023-11-20 06:21:46+00:00,"Promo serba hemat di Pakuwon Mall dan Tunjungan Plaza, Surabaya! 🥳   🛍️ Cashback s.d 50rb transaksi dengan QRIS Livin'  🛍️ Bonus Voucher Chatime   Periode program berlaku setiap hari Jumat, Sabtu dan Minggu hingga tanggal 31 Januari 2024!… https://t.co/8pEKXYKtlV https://t.co/iwEAZHhA4e",neutral,9.288.017.749.786.370
2023-11-20 06:33:49+00:00,"Road to CNBC Indonesia Awards: Transaksi QRIS Melonjak, Ini Imbasnya ke Industri Keuangan  https://t.co/Pg6lwEoDpf",neutral,9.958.816.766.738.890
2023-11-20 06:39:45+00:00,"@tonpas75 Selamat siang, @tonpas75. Saat ini untuk transaksi menggunakan QRIS melalui m-BCA (BCA mobile) sudah bisa dilakukan di luar negeri seperti di negara Thailand, Malaysia dan Singapura ya. ^TataMy",neutral,9.879.477.620.124.810
2023-11-20 07:36:05+00:00,"@cytulc @bankmandiri @mandiricare Masalahnya bukan dari Gobiz Kaa 😭 aku transaksi ke FH pake scan QRIS gitu terus pending, saldo kepotong tapi status masi pending padahal udah seminggu yang lalu. Aku minta rf katanya udah otomatis padahal engga, saldo aku masi kepotong. Kalo dari Gobiz ga ada masalah sii  Iya…",neutral,8.716.747.164.726.250
2023-11-20 09:24:33+00:00,"Keamanan QRIS Terancam, Saldo Nasabah Hangus hingga Rp68,5 Juta https://t.co/lDUqoSaYuv #parboaboa #bca #transaksiqris #ekonomi #uangnasabahbca https://t.co/A6Bjy12PKL",neutral,9.936.941.266.059.870
2023-11-20 11:31:01+00:00,siapa yang punya barcode qris? aku mau tf buat penuhin transaksi doang uangnya gaperlu dibalikin lagi🙏🏻 #zonauang,neutral,8.768.441.081.047.050
2023-11-20 11:41:16+00:00,"Canva premium trusted dong, bisa transaksi via qris yah #zonauang",neutral,932.998.776.435.852
2023-11-20 12:11:07+00:00,"Belanjanya gampang, promonya menyenangkan! 🥳  Gunakan QRIS di aplikasi DANA setiap transaksi di merchant Malaysia, dan dapatkan saldo DANA Rp500.000!   Mau tau caranya? Cek syarat dan ketentuannya di bawah ya! 🙌  #ATMBersama #BebasBersama https://t.co/6sEcOU4VIH",neutral,8.607.615.828.514.090
2023-11-20 12:11:09+00:00,1. Promo berlaku untuk transaksi di merchant Malaysia melalui QRIS di aplikasi DANA 2. Promo hanya berlaku untuk 1 akun DANA 3. Pajak hadiah ditanggung pemenang 4. DANA berhak menindak user yang melakukan kecurangan atau penyalahgunaan,neutral,9.882.693.290.710.440
2023-11-20 12:20:20+00:00,@csport373 Sangat disayangkan atas kendala yang Bapak/Ibu Pelanggan alami. Sesuai tampilan gambar yang dikirimkan untuk transaksi tersebut adalah transaksi pembayaran yang dilakukan menggunakan QRIS ya Bapak/Ibu. Mohon pastikan apakah Bapak/Ibu yang melakukan transaksi atau (1/2) ^Tirta,negative,8.613.177.537.918.090
2023-11-20 13:09:03+00:00,"QRIS Berlaku di Singapura, Transaksi Bank Bakal Meningkat Pesat https://t.co/kel1zyCt3B",neutral,9.866.093.993.186.950
2023-11-20 13:22:39+00:00,"@cwgatell Selamat malam, @cwgatell. Saat Anda transaksi di negara Thailand berlaku untuk bank partner di Thailand yang terintegrasi dengan jaringan QRIS ya seperti Bank CIMB Thai, BBL (Bangkok Bank), BAY (Bank of Ayudhya), Krungthai Bank (KTB), CIMB Thai, Kasikorn Bank (1/2) ^Badif",neutral,9.435.840.249.061.580
2023-11-20 14:20:32+00:00,guys ada yang pernah gagal transaksi pake qris tapi saldo tetep kepotong? harus gimana ya ini,negative,6.194.059.252.738.950
2023-11-20 14:29:38+00:00,"Modusnya juga bilang qr ga kedetect, buat kalian yang pake qris jangan lupa qr-nya dikasih uname/wm yaa.  Jangan mau kalo dibilang qr ga kedetect padahal kalo yg lain transaksi bisa-bisa aja, biasanya mereka akan minta qr polosan. Bisa jadi untuk perantara penipuan.",negative,9.834.823.608.398.430
2023-11-20 14:43:02+00:00,@rainyiszh @rainyiszh 2. Berlaku khusus pembayaran dengan QRIS BNI Mobile Banking di QRIS EDC BNI. 3. Berlaku untuk 1 kali transaksi per user BNI Mobile Banking per hari selama periode program. 4. Berlaku setiap hari rabu dan Minggu selama program.  (2/6),neutral,9.638.658.165.931.700
2023-11-20 16:37:00+00:00,@norainurarea @norainurarea 1. Khusus untuk pembelian tiket reguler film (tidak berlaku untuk special movie). 2. Berlaku khusus pembayaran dengan QRIS BNI Mobile Banking di QRIS EDC BNI. 3. Berlaku untuk 1 kali transaksi per user BNI Mobile Banking per hari selama periode program. (2/6),neutral,9.682.980.179.786.680
2023-11-20 19:14:55+00:00,"Untuk kesekian kalinya bayar pake qris mandiri di malam hari gagal tapi saldo terpotong, ga muncul di history transaksi dan di tanyain ke merchant pembayarannya blm masuk 😊",neutral,947.867.751.121.521
2023-11-21 01:20:46+00:00,"@eksoterm Hai, Nova. Sangat disayangkan atas kendala transaksi QRIS yang dialami. Mengenai kendala tersebut, jika kamu sebagai konsumen silakan dapat berkoordinasi dengan pihak penyelenggara aplikasi pembayaran yang digunakan untuk dapat ditindaklanjuti. (1)",neutral,671.217.143.535.614
2023-11-21 01:25:35+00:00,"@HaloBCA mau tanya dong, kemarin saya transaksi pembayaran Qris di riwayat transaksi dalam proses, tapi di mutasi rekening udah merah/keluar?",neutral,9.739.456.176.757.810
2023-11-21 01:56:38+00:00,"@_INP @marjono__ Mas, mending tunai deh. QRIS sekarang kena fee. Trus oleh pedagang tar dibebanin ke konsumen. 1000 / transaksi. Aku bbrp x beli di umkm kena chg 1000. Lah, 10x beli udah bisa buat jajan lagi. Efek jeleknya, akhirnya yg pk qris maupun ngga  di up seribu.",negative,9.933.852.553.367.610
2023-11-21 02:34:12+00:00,Shopeepaylater via checkout maupun vi qr/qris barcode ready semua ya (tergantung jumlah transaksi)❤️❤️,neutral,994.831.919.670.105
2023-11-21 03:19:58+00:00,"@ShopeePay_ID pagi kak, saya kamis minggu kemarin ada transaksi shopeepay untuk pembayaran qris. di shopee pay saya terdebet tetapi di pihak penjual tidak masuk dan sudah konfirm ke pihak bca (karena pembayaran menggunakan qris bca, untuk saldo shopeepay saya yg sudah terdebet -",neutral,993.844.747.543.335
2023-11-21 05:04:31+00:00,"Guys, kalau sudah pakai My BCA tuh masih bisa transaksi QRIS pakai BCA Mobile ga sih? Kemarin transaksi, 2 kali bayar pakai QRIS BCA Mobile gagal, eh pas pakai My BCA bisa. Baru install My BCA kemarin nich, newbie.",neutral,6.794.050.931.930.540
2023-11-21 05:27:00+00:00,"Kabar baik utk #SobatRupiah yg hobi jalan &amp  belanja sambil #BeriMakna memanfaatkan layanan digitalisasi transaksi!  Setelah sukses diimplementasikan di Thailand &amp  Malaysia, kini QRIS Antarnegara RESMI bs digunakan di ‘Negeri Singa’!  Kok bs? Gimana caranya?  -sebuah utas- https://t.co/iwX7W1Od1Y",neutral,9.345.941.543.579.100
2023-11-21 07:00:54+00:00,"@lostvowelss Yaapps Kak, selama Kakak transaksi di luar negeri di merchant yang menerima jaringan Mastercard maka bisa menggunakan bluDebit Card. Terkait transaksi QRIS blu saat ini hanya tersedia di dalam negeri ya.",neutral,9.640.017.151.832.580
2023-11-21 08:44:29+00:00,Dana bisnis / shopee pay lagi error kah? Transaksi qris dari shopee pay ke dabis 2 kali di akun berbeda ga masuk semua :')  #zonauang #zonaba #zonajajan,negative,9.315.850.734.710.690
2023-11-21 09:01:10+00:00,"guyss yg transaksi pake qris dabis mending jangan dulu yaa, soalnya daritadi cust mau payment selalu gagal dan ga masuk di dabis ku 😭😔",negative,8.564.289.212.226.860
2023-11-21 09:18:52+00:00,"@HaloBCA Min ini td saya transaksi via qris, saldo saya udh kepotong tp kenapa uangnya ga masuk ke tenant?",neutral,9.629.763.960.838.310
2023-11-21 09:48:15+00:00,"Kabar baik utk #SobatRupiah yg hobi jalan &amp  belanja sambil #BeriMakna memanfaatkan layanan digitalisasi transaksi!    Setelah sukses diimplementasikan di Thailand &amp  Malaysia, kini QRIS Antarnegara RESMI bs digunakan di ‘Negeri Singa’!    Kok bs? Gimana caranya?    -sebuah utas- https://t.co/KhBN3w27ts",neutral,928.639.829.158.783
2023-11-21 10:04:44+00:00,"@BankMuamalat assalmu'alaikum. Saya transaksi pakai qris ke @BankMuamalat dari @bankmandiri status tertunda, di mandiri sudah terdebet, tp di bank muamalat belum terima. Uang saya nyangkut di mana ya? Dan saya harus tanya ke mana?",neutral,5.178.350.210.189.810
2023-11-21 10:15:00+00:00,Pengguna perlu memahami terlebih dulu QRIS antarnegara merupakan sistem pembayaran lintas negara atau cross-border payment berbasis kode QR yang dapat digunakan untuk transaksi lintas negara.  https://t.co/lSrodSpvaE,neutral,9.883.610.010.147.090
2023-11-21 11:01:21+00:00,"@PT_Transjakarta halo min, sy isi top up flazz di halte cempaka timur, 2x 20.000 pakai qris, transaksi gagal tapi saldo sy kepotong. Itu gmn ya?",neutral,9.448.173.642.158.500
2023-11-21 11:49:56+00:00,"Dear @BNICustomerCare mohon dibantu saya belanja pake qris tapi keterangan sedang diproses, 2x transaksi tapi masih diproses, saldo sudah dipotong tapi ke penjual tidak masuk. Bisa dibatalkan saja, karena saya akhirnya bayar pake cash",neutral,9.784.367.680.549.620
2023-11-21 11:50:56+00:00,"@Sl0MAY Hai Sobat BRI, mohon maaf atas kendala transaksi QRIS yang dialami. Apabila saldo berkurang namun dana belum diterima pada Merchant tujuan, mohon kesediaannya pembuatan laporan melalui aplikasi BRImo dengan cara Login &gt  Akun &gt  Pusat Bantuan &gt  Ajukan Pengaduan &gt  (1)",neutral,9.944.045.543.670.650
2023-11-21 12:10:23+00:00,"@cho_ro Waduhh ini sama persis, kata katanya juga mirip. Tapi pas aku mintain noreknya malah minta transaksi lewat scan qris https://t.co/2wKk0oxySQ",neutral,891.486.406.326.294
2023-11-21 12:11:19+00:00,kalo semisal payment lewat barcode qris trs tertulis transaksi berhasil tp pas dicheck di akun penerimanya gaada transaksi yg masuk itu kenapa ya????😭,neutral,8.692.978.620.529.170
2023-11-21 12:42:02+00:00,"Gyus kalian yg malam ini transaksi dari shopay ke dana pakai qris,  saldo masuk?    #zonauang #zonajajan",neutral,9.957.088.232.040.400
2023-11-21 12:51:40+00:00,sfu #zonauang delay transaksi qris berapa lama yaaa? aku gak tau kalau qris lagi error huhuhu t___t,negative,9.238.128.662.109.370
2023-11-21 12:53:38+00:00,"@jadijago Bank Jago kenapa sering bgt bermasalah kalau transaksi QRIS ya.. ini ga pertama kalinya, udah berkali-kali.. mana harus nunggu 1 hari duluu baru bisa ditindak lanjut, jdinya harus bayar 2 kali ke merchant, hadeuhhh",negative,9.911.618.232.727.050
2023-11-21 13:03:03+00:00,"hello min.. mau tanya, tadi abis transaksi menggunakan qris tapi keterangan transaksi gagal namun saldo saya terpotong dan transaksi juga tidak masuk ke penjual. itu karena apa ya min? mohon petunjuk @BankBCA",neutral,9.722.189.903.259.270
2023-11-21 13:08:07+00:00,"Wuihh ada yang baru nih! Selain Thailand dan Malaysia, kini QRIS SimobiPlus bisa dipakai belanja di Singapura, jadi kamu ga perlu ribet bawa uang cash. Tinggal scan, transaksi langsung berhasil!  Semakin praktis kan? Yuk, nikmati kemudahan transaksi QRIS via SimobiPlus!  S&amp K… https://t.co/5cKuUfCugr",positive,6.015.148.162.841.790
2023-11-21 13:09:35+00:00,Qris lagi eror pusing bgt ada orang transaksi gede harus ngurus refund segala macem,negative,9.946.058.392.524.710
2023-11-21 13:11:56+00:00,"@latifjb Hai, @latifjb. Saat ini untuk transaksi QRIS sedang gangguan dan dalam proses pihak terkait ya. Kami sarankan kamu mencoba kembali secara berkala. ^Badif",neutral,9.903.548.955.917.350
2023-11-21 13:14:56+00:00,"@karuniaphilipus Selamat malam, @karuniaphilipus. Saat ini untuk transaksi QRIS sedang gangguan dan dalam proses pihak terkait kami ya. Namun untuk kendala yang Anda alami, kami sarankan Anda bisa menghubungi layanan Halo BCA 1500888 menggunakan aplikasi haloBCA pada fitur Call (1/2) ^Badif",neutral,9.841.045.141.220.090
2023-11-21 13:15:14+00:00,"@mandiricare udah 2x saya transaksi menggunakan qris livin, tertunda tapi saldo kepotong.",neutral,9.949.305.653.572.080
2023-11-21 13:27:18+00:00,"@cwakepx Satset banget emang transaksi pakai QRIS, bikin mudah",positive,9.867.963.790.893.550
2023-11-21 13:27:23+00:00,"@cwakepx Pilihan baru, mantap! Transaksi di Singapura jadi lebih fleksibel dengan QRIS. Go Bank Mandiri!",positive,988.437.831.401.825
2023-11-21 13:30:27+00:00,"@cwakepx Transaksi semakin mudah, tinggal klik dengan QRIS saja. Keren",positive,9.913.245.439.529.410
2023-11-21 13:31:14+00:00,"@cwakepx Suka ribet sih kalau transaksi pake cash, kalau ada QRIS gini kan jadi mudah.",positive,9.505.792.260.169.980
2023-11-21 13:32:03+00:00,"@cwakepx Wah, QRIS di Singapura? Nggak nyangka, Bank Mandiri selalu update nih, bikin transaksi makin enjoy!",positive,995.665.967.464.447
2023-11-21 13:34:06+00:00,@cwakepx Mandiri emang paling tau kebutuhan nasabahnya 🥰 cuss ah ga usah takut ribet transaksi dmn aja kalau ada QRIS.,neutral,8.483.007.550.239.560
2023-11-21 13:35:51+00:00,@melihatmundur Selanjutnya mohon berkenan menunggu informasi dan hasil tindak lanjut dari penyelenggara QRIS terkait. Semoga transaksi QRIS kamu kedepannya berjalan dengan lancar. 🙏 (2),neutral,9.511.054.158.210.750
2023-11-21 13:37:59+00:00,"@lewd_bi Hai Sobat BRI, mohon maaf atas kendala transaksi QRIS yang dialami. Apabila saldo berkurang namun dana belum diterima pada Merchant tujuan, mohon kesediaannya pembuatan laporan melalui aplikasi BRImo dengan cara Login &gt  Akun &gt  Pusat Bantuan &gt  Ajukan Pengaduan &gt  (1)",neutral,9.940.415.024.757.380
2023-11-21 13:44:37+00:00,"Halo @mandiricare saya transaksi pakai qris pembayaran tertunda, apkah bisa dibantuu",neutral,9.972.702.860.832.210
2023-11-21 13:46:39+00:00,"Hallo @SeaBankID hari ini tgl 21 nov saya ada transaksi dengan pembayaran qris seabank. Sudah saya scan dan saldo berkurang, tapi dana tidak masuk di rek toko tersebut. Bisa tolong di bantu cek??",neutral,9.664.855.003.356.930
2023-11-21 13:55:43+00:00,@HaloBCA saya barusan beli bakso dan transaksi menggunakan qris. payment eror saldo sudah terpotong tapi di qris penjualnya saldo belum masuk. ini bagaimana ya min?,neutral,6.070.879.101.753.230
2023-11-21 14:19:18+00:00,"@kzharac Hai Kak @Ara C. ?, maaf ya atas ketidaknyamanannya. Saat ini transaksi QRIS BNI Mobile Banking masih dalam peningkatan kualitas layanan. Mimin sarankan Kakak coba kembali secara berkala atau Kakak bisa transaksi menggunakan e-Channel lain ya. (1/4)",neutral,9.902.418.255.805.960
2023-11-21 14:30:10+00:00,@bankbsi_id min ini kenapa ya transaksi dalam proses mulu pake qris udah mau 2 jam https://t.co/aP5gpL7yER,neutral,6.932.040.452.957.150
2023-11-21 15:14:18+00:00,@znlwx Kami informasikan laporan transaksi QRIS akan diproses maksimal 14 hari kerja sejak dibuatnya laporan.  Pengecekan laporan bisa melalui aplikasi BRImo di menu Pusat Bantuan dan Sabrina WhatsApp di nomor 08121214017. Akun resmi media sosial BRI sudah ter-Verified ya. Tks~Dendi (2),neutral,983.151.912.689.209
2023-11-21 15:55:28+00:00,@imamzimi Paylater BCA hanya dapat digunakan sebagai sumber dana untuk pembayaran transaksi QRIS Merchant Presented Mode (MPM) melalui myBCA mobile di merchant QRIS. Jika e-Commerce menggunakan metode MPM maka bisa ya Bapak @imamzimi. Tks 🙂 ^Syahrul,neutral,9.925.013.184.547.420
2023-11-21 16:10:08+00:00,#SobatGenBI yang mau jalan-jalan ke Singapura gak perlu repot tukar mata uang karena dengan prinsip CEMUMUAH dimanapun transaksi nya pakai QRIS aja!!! 🤩🥳 https://t.co/6WM1HfG6kI,neutral,9.209.911.823.272.700
2023-11-21 16:10:27+00:00,"Tunggu apalagi, kemudahan sudah didepan mata, cukup pakai QRIS transaksi jadi Praktis https://t.co/DOxQrokUhT",positive,8.674.829.006.195.060
